Random,Random,Random,Random,First,First,First,First,Degree,Degree,Degree,Degree,Normal,Normal,Normal,Normal,Sugar,Sugar,Sugar,Sugar,Difficulty,Difficulty
24,21,137,233,19,11,50,63,39,21,110,158,51,31,146,221,38,29,149,242,.000558832,5
29,24,101,149,26,34,176,301,39,28,126,192,54,34,196,321,35,31,195,327,.000518722,3
28,25,210,373,22,32,133,223,29,23,81,118,37,29,102,142,23,20,134,226,.00065262,3
30,38,234,409,23,34,209,374,59,36,237,410,62,39,237,410,33,34,182,317,.000658319,2
31,43,190,316,33,37,183,300,38,28,158,279,42,26,156,267,31,35,189,325,.00073746,4
51,46,256,413,36,47,242,414,28,22,101,162,20,20,77,126,26,27,135,229,.000788948,2
55,54,282,463,35,40,230,391,36,26,110,172,34,24,105,166,41,37,179,294,.000522746,3
17,15,88,147,12,14,69,114,27,19,100,167,32,20,108,185,19,15,72,122,.000310812,2
15,9,107,183,13,8,122,221,17,6,75,129,17,6,75,129,17,7,104,187,.00033355,4
15,15,70,119,26,39,261,476,38,24,114,183,39,25,114,184,20,19,117,206,.000471291,2
15,18,100,169,12,20,142,260,30,17,109,181,25,16,92,148,24,24,194,351,.000373718,2
31,28,214,364,27,31,142,232,67,46,240,407,62,45,184,292,40,32,187,300,.000597151,5
38,41,226,379,27,36,183,311,50,39,137,212,60,41,154,242,39,39,172,274,.000514057,2
13,13,67,110,12,18,135,246,28,22,114,199,25,21,113,203,19,23,158,278,.000560053,2
73,65,316,491,52,58,333,571,46,37,165,255,41,30,157,259,53,45,228,360,.000891694,6
23,24,98,150,26,35,187,327,39,33,155,247,60,39,196,312,28,26,128,205,.00041292,2
20,20,143,256,17,23,225,418,30,19,225,417,29,19,222,409,26,23,209,390,.000394218,3
12,10,49,73,13,13,49,71,63,37,169,290,53,32,148,254,17,16,73,120,.000342199,2
14,23,154,284,12,18,93,161,27,20,100,169,32,21,110,181,16,16,89,147,.000446678,2
39,30,170,264,26,23,149,246,29,23,101,162,31,23,106,168,24,23,123,201,.000542317,3
32,30,188,317,48,48,315,543,56,34,197,343,60,33,223,394,25,23,147,254,.000546349,4
17,14,60,91,14,17,84,142,29,20,95,160,25,15,71,109,25,23,100,162,.000417169,2
21,18,112,181,27,25,152,250,40,23,156,243,47,26,171,265,38,22,191,331,.000527107,4
30,30,186,318,25,34,163,279,39,24,138,244,35,22,126,220,34,21,148,253,.000402617,3
41,44,233,386,23,29,210,376,58,42,198,348,48,33,178,314,23,30,155,278,.000619665,3
40,41,202,333,38,41,199,326,30,27,135,239,29,25,119,207,27,26,161,278,.000575497,4
18,11,91,145,18,12,132,229,23,10,80,119,24,11,82,123,23,11,78,115,.000286974,8
27,22,131,213,30,34,177,307,28,16,91,153,29,17,92,154,21,22,149,263,.000405408,2
33,33,205,346,44,58,324,561,31,23,125,210,28,20,97,155,28,27,144,236,.000793677,3
12,8,50,78,9,9,66,114,10,4,37,54,10,4,37,54,10,5,38,56,.000244585,3
33,32,203,347,23,28,200,356,20,11,69,107,20,11,68,104,20,11,74,116,.000278507,6
33,29,202,348,30,31,155,252,50,27,125,183,52,26,121,172,34,25,101,143,.000346344,5
39,40,208,341,61,59,323,535,73,48,262,449,63,46,217,339,43,32,164,249,.00055251,4
19,17,79,119,13,16,80,136,19,11,64,94,25,13,77,108,15,10,56,85,.000258755,3
43,35,205,330,39,40,209,341,77,45,234,370,82,47,244,365,40,37,187,295,.000710735,6
17,17,118,203,29,34,352,656,26,13,108,189,28,12,84,132,16,11,107,185,.000444792,2
31,37,197,335,22,34,164,285,24,19,92,154,28,20,106,178,16,22,164,304,.000453431,2
49,47,299,505,39,45,187,296,64,48,246,413,53,44,219,370,25,29,147,255,.000672685,4
22,24,190,336,18,16,135,240,35,20,141,244,28,14,110,185,13,7,76,130,.000504663,2
42,43,238,397,19,23,72,107,78,51,286,500,74,47,214,376,45,45,262,443,.000721956,4
24,22,125,213,20,28,168,298,53,32,163,261,34,21,120,195,45,38,245,414,.00064371,2
45,40,147,213,29,32,159,263,51,36,194,317,51,35,161,250,44,47,184,288,.000766927,5
43,34,249,415,52,54,321,543,62,39,257,493,40,29,185,349,44,33,238,398,.000630313,8
34,28,193,323,24,25,168,292,37,24,142,253,54,34,167,289,34,33,247,441,.000802726,3
23,27,157,270,40,48,308,541,28,19,111,189,32,21,126,220,23,26,176,315,.000427749,3
14,10,75,125,15,18,93,156,14,8,57,89,12,7,48,75,13,7,58,93,.000254341,2
30,18,90,128,15,13,55,79,38,26,125,201,32,20,97,141,25,22,98,151,.000413219,4
46,47,331,572,30,31,205,351,53,32,172,276,52,33,167,256,40,47,314,553,.000661461,7
46,43,278,481,30,33,180,300,26,21,137,257,21,16,95,173,16,17,151,277,.000408786,2
38,42,222,383,25,41,194,338,18,15,69,105,15,15,60,93,16,22,185,339,.000480412,3
27,20,77,107,35,29,141,222,31,18,87,123,47,25,115,156,19,15,60,85,.000299579,4
37,29,257,441,46,46,321,559,30,15,89,141,30,15,89,141,45,44,231,383,.000668706,4
20,14,112,189,19,17,127,216,34,18,147,236,35,19,140,221,29,16,135,229,.000356043,6
18,15,63,93,11,7,29,36,11,4,25,29,11,4,25,29,12,4,25,29,.0002133,2
38,37,189,303,39,41,222,373,35,21,115,193,53,32,168,267,32,26,127,204,.000519862,5
28,28,175,296,24,28,171,294,26,20,100,157,53,37,179,307,29,31,131,211,.000450103,5
31,35,176,293,21,30,151,258,63,40,196,324,60,38,188,313,28,27,152,252,.000717563,3
77,80,562,972,62,72,584,1048,47,39,192,313,31,22,100,157,51,44,328,558,.000756781,8
40,31,190,309,30,29,146,244,26,18,88,146,28,20,131,233,34,29,157,261,.000648645,5
26,30,161,274,25,29,169,296,15,11,70,118,19,12,77,124,26,19,146,250,.000320662,3
18,18,117,196,22,22,173,306,26,14,96,170,25,16,92,160,21,15,85,144,.000308486,3
14,23,159,290,10,16,162,304,15,15,112,196,20,18,129,230,13,17,174,321,.000341148,4
25,24,211,375,17,18,107,181,42,29,163,261,43,29,165,267,51,47,291,498,.000418076,2
50,53,317,537,38,48,472,871,36,25,130,213,40,26,132,207,37,32,188,316,.000668232,4
21,20,148,259,24,26,166,289,32,24,136,254,34,25,155,292,31,24,119,192,.000412953,3
27,22,266,487,20,20,220,411,27,11,157,270,27,11,156,268,22,11,141,247,.000375432,6
27,28,169,286,36,42,188,306,28,20,93,157,29,21,101,173,29,33,142,227,.0004353,3
27,29,168,281,30,39,167,273,47,29,162,273,49,32,167,273,40,38,193,319,.000911186,2
37,39,226,386,34,36,185,309,27,17,117,208,26,17,118,212,21,18,117,203,.000451198,3
39,46,203,339,40,50,329,587,28,16,127,232,35,19,144,254,31,27,187,334,.000449703,2
36,42,212,356,33,43,244,423,77,46,262,433,78,58,242,387,40,42,211,354,.00102771,3
20,16,111,186,17,14,124,215,17,8,57,86,17,8,57,86,17,9,57,86,.000258083,5
14,11,105,181,26,30,236,428,29,20,113,186,34,22,129,212,24,15,108,181,.000482276,3
57,60,255,397,47,54,325,561,37,27,138,236,38,26,138,218,38,33,214,370,.000467571,3
29,29,152,250,33,37,198,334,29,27,124,208,24,16,89,149,23,25,164,291,.000557524,2
25,29,163,281,27,37,195,338,21,18,75,129,20,15,74,127,23,24,144,253,.000333209,2
39,43,211,344,47,46,249,412,67,41,183,255,66,39,185,254,55,47,227,357,.000606871,5
16,23,164,302,16,17,131,231,49,32,164,297,52,38,169,291,24,29,270,497,.00044372,2
42,38,284,489,42,48,314,546,49,28,202,358,45,24,166,295,37,35,276,497,.000495418,3
39,37,203,340,22,23,147,253,48,32,186,330,53,34,176,298,29,25,215,393,.000407801,5
25,27,112,181,30,35,174,286,31,23,130,241,24,22,97,169,17,24,111,191,.00050382,3
47,47,233,380,57,60,362,616,65,37,199,344,55,35,159,256,77,52,278,432,.000693304,7
21,24,127,214,21,23,119,195,38,27,160,280,51,32,176,280,21,19,120,206,.000674809,3
36,33,176,283,22,25,177,309,47,31,170,297,51,34,184,319,49,46,311,543,.000664763,2
31,26,198,344,30,21,101,151,79,55,299,528,81,56,253,395,40,32,210,348,.000541993,9
35,37,219,367,29,33,172,285,22,10,53,65,25,10,59,72,29,16,72,93,.000337282,7
16,8,44,55,13,10,44,60,58,42,185,283,55,42,180,274,39,40,199,346,.000637996,3
40,31,230,386,50,65,482,880,43,25,144,234,42,25,139,224,34,30,192,325,.000461086,7
16,14,172,317,28,27,301,549,28,11,204,359,25,10,185,326,24,10,219,400,.000381413,5
30,30,225,400,17,20,124,221,36,23,123,211,35,23,120,205,35,27,121,191,.000457124,4
47,42,242,397,37,37,181,297,46,27,182,300,49,28,205,339,47,30,209,353,.000516132,6
31,32,173,293,26,37,204,360,47,33,156,268,40,29,154,262,24,25,173,307,.000545371,2
73,56,321,505,53,51,353,606,54,31,186,308,78,45,256,414,45,40,208,336,.000774347,5
53,50,276,449,36,49,308,544,19,20,88,156,44,31,140,240,23,30,195,349,.000683986,3
35,43,240,422,15,24,112,192,27,16,92,160,27,16,92,160,22,18,107,180,.000367271,3
50,44,254,410,31,43,217,372,29,22,113,192,27,23,102,177,30,40,200,340,.000472856,3
26,22,167,285,22,23,196,354,19,10,60,86,19,10,60,86,14,10,54,82,.000291815,6
38,32,226,384,15,22,128,226,33,20,128,235,46,29,168,315,14,17,158,292,.00042199,2
50,51,248,403,50,57,321,551,46,33,127,187,51,37,131,189,40,41,250,448,.000681771,4
32,27,179,293,34,32,227,393,35,20,148,261,32,18,131,230,23,17,122,208,.000417275,6
38,32,246,422,38,33,220,370,38,22,142,235,40,21,158,262,35,22,173,291,.000487469,8
23,22,102,159,25,24,113,180,39,28,144,256,26,18,118,210,19,16,75,116,.00033896,2
26,22,162,278,28,33,151,253,28,19,108,173,30,19,112,185,23,19,153,276,.000392216,3
35,28,186,308,25,25,171,292,40,28,157,290,39,26,152,281,28,26,182,322,.000477087,3
30,30,167,274,29,30,189,325,55,38,184,317,58,38,193,321,33,30,171,293,.00067379,4
29,28,129,201,30,41,175,294,19,11,47,59,17,10,39,48,9,7,35,51,.000332936,3
12,8,40,57,9,10,79,139,8,4,28,39,8,3,28,39,8,3,28,39,.000285661,2
39,43,249,423,36,35,255,445,53,35,166,286,42,32,138,232,47,29,177,290,.000599285,5
53,49,259,417,32,40,215,367,63,33,190,333,79,46,236,415,47,35,188,298,.000752052,6
48,49,246,405,33,38,220,381,52,31,174,286,59,36,211,354,25,29,213,385,.000552258,4
27,31,184,316,27,33,242,435,26,15,108,193,26,15,106,189,18,19,171,313,.000361205,3
27,31,195,341,25,34,162,273,59,38,247,421,65,40,227,395,17,19,148,272,.000498541,2
25,22,90,132,23,22,116,190,30,20,100,147,35,22,109,159,39,29,134,202,.0004245,2
42,44,208,339,44,58,274,462,38,26,149,253,42,31,156,259,33,33,232,397,.000448909,2
46,43,247,418,30,35,193,326,42,35,140,214,41,31,127,189,33,33,200,337,.000503951,2
25,19,140,230,24,34,241,438,53,31,176,302,47,31,155,260,32,28,227,415,.00038931,4
31,26,161,276,19,26,132,226,33,22,119,197,39,28,138,231,31,31,159,267,.000378827,2
7,6,46,77,8,12,82,146,8,7,56,97,8,7,56,97,8,7,50,83,.00040848,3
